objid,type
1237657608566210957,STAR
1237665232668984256,STAR
1237679255202824631,STAR
1237662662136365261,STAR
1237680331635556651,STAR
1237662664297677001,STAR
1237666339727474935,STAR
1237659324957720879,STAR
1237663783144390773,STAR
1237651067885322348,STAR
1237668602608222635,STAR
1237663546899104184,STAR
1237679542430728766,STAR
1237666184034976665,STAR
1237678617410732279,STAR
1237661357541294177,STAR
1237679434521903361,STAR
1237667141794201864,STAR
1237661434317963410,STAR
1237657070090125490,STAR
1237650796218286349,STAR
1237654879651168312,STAR
1237678619026391582,STAR
1237671141474697553,STAR
1237652946386354249,STAR
1237658304355106972,STAR
1237661387607375962,STAR
1237661850412253370,STAR
1237680499673531460,STAR
1237667430623609592,STAR
1237661362910003498,STAR
1237678585189040166,STAR
1237666301095182873,STAR
1237651272958935595,STAR
1237671970400764045,STAR
1237658187315019915,STAR
1237661086959927664,STAR
1237655465391227034,STAR
1237651800696815701,STAR
1237658423026581733,STAR
1237651190822862854,STAR
1237662661602836981,STAR
1237680285999891298,STAR
1237662501075812480,STAR
1237663478721216792,STAR
1237652901847695475,STAR
1237661852014543037,STAR
1237660936091205752,STAR
1237663783659634852,STAR
1237661358074363941,STAR
1237680502899737264,STAR
1237655464321155155,STAR
1237680499672089358,STAR
1237662702400569537,STAR
1237652900750884919,STAR
1237667142322946539,STAR
1237657190370771085,STAR
1237673700206117040,STAR
1237680332172165224,STAR
1237666433650917464,STAR
1237649963531370634,STAR
1237660557600162621,STAR
1237667441899274519,STAR
1237678907857502645,STAR
1237668495779430825,STAR
1237678584648761539,STAR
1237661125616927080,STAR
1237680331096000152,STAR
1237663543681156069,STAR
1237667783343801376,STAR
1237657874331205704,STAR
1237652900760519154,STAR
1237653009194615344,STAR
1237659161732776432,STAR
1237665567692292281,STAR
1237658199659774350,STAR
1237661872939860766,STAR
1237665565004398697,STAR
1237667968030277972,STAR
1237661382234013800,STAR
1237678887985086471,STAR
1237655464857436687,STAR
1237668625693999795,STAR
1237673430154412947,STAR
1237674288072229659,STAR
1237667781237801862,STAR
1237658298461717112,STAR
1237663530797040292,STAR
1237661065483649245,STAR
1237661818172866568,STAR
1237651539252281459,STAR
1237663542602499095,STAR
1237664668977332400,STAR
1237668586507206683,STAR
1237672765517136181,STAR
1237668679382335631,STAR
1237651495224279392,STAR
1237680306941264715,STAR
1237662300818571317,STAR
1237666302166892641,STAR
1237655108362436910,STAR
1237659120398434592,STAR
1237662641729568826,STAR
1237648721752818035,STAR
1237660760535794139,STAR
1237679457075462557,STAR
1237660343387881821,STAR
1237678806923280944,STAR
1237657190902071909,STAR
1237668704619462849,STAR
1237671262818927375,STAR
1237667912214446182,STAR
1237663306918789226,STAR
1237651272967454766,STAR
1237678619574337582,STAR
1237660765904699551,STAR
1237661122387312906,STAR
1237666229106836402,STAR
1237667783910031519,STAR
1237656569722176048,STAR
1237661435924644672,STAR
1237662697032384974,STAR
1237678660888428824,STAR
1237666185647882928,STAR
1237666406845841600,STAR
1237664291003564758,STAR
1237666275286908999,STAR
1237657594613072127,STAR
1237658492815868400,STAR
1237659144558739471,STAR
1237673709333119637,STAR
1237652600111956186,STAR
1237663786877845829,STAR
1237680331095671320,STAR
1237666463722636116,STAR
1237661210433880136,STAR
1237667208356758481,STAR
1237662701869466802,STAR
1237671167242862675,STAR
1237678617406734580,STAR
1237667323793441563,STAR
1237664668977004854,STAR
1237666340797808841,STAR
1237680305862345744,STAR
1237668736295895425,STAR
1237668586503077992,STAR
1237668298208116832,STAR
1237651495220085127,STAR
1237651735765975735,STAR
1237657066329276859,STAR
1237674284857556999,STAR
1237667211593974928,STAR
1237680473365545482,STAR
1237660634919797034,STAR
1237648721764483120,STAR
1237678881547354614,STAR
1237678596459594506,STAR
1237661949729308882,STAR
1237661958299713602,STAR
1237661871325446401,STAR
1237663544219730980,STAR
1237648722815353555,STAR
1237668494173012057,STAR
1237651191891362470,STAR
1237661125078417482,STAR
1237666339188965522,STAR
1237655348887552411,STAR
1237663783673135573,STAR
1237661387078369439,STAR
1237671266569486421,STAR
1237655108899308061,STAR
1237665532257043169,STAR
1237665582716026892,STAR
1237673701816140123,STAR
1237664295291715711,STAR
1237648720159506568,STAR
1237678622776623225,STAR
1237657878075801985,STAR
1237664667900051492,STAR
1237667443507986576,STAR
1237661416062059066,STAR
1237671940338876674,STAR
1237662266995835631,STAR
1237651252051116544,STAR
1237666463728467988,STAR
1237662224087646229,STAR
1237651252059046428,STAR
1237657855537774943,STAR
1237657589242069310,STAR
1237656242774606211,STAR
1237659327089475734,STAR
1237666243596782548,STAR
1237664667898347587,STAR
1237651539783581731,STAR
1237661874021662822,STAR
1237666246281462711,STAR
1237663478722527415,STAR
1237678853626724670,STAR
1237671167779733521,STAR
1237673452166578546,STAR
1237664667371700279,STAR
1237657611799822412,STAR
1237659132744433970,STAR
1237672795569520753,STAR
1237663479260774811,STAR
1237665566080435028,STAR
1237664289398588042,STAR
1237663786882106234,STAR
1237664820361691146,STAR
1237651271349830091,STAR
1237656239009825331,STAR
1237666408441840347,STAR
1237657613413122317,STAR
1237653616396796025,STAR
1237663783658651778,STAR
1237658422483484708,STAR
1237671255828070549,STAR
1237663239278428400,STAR
1237679476943749389,STAR
1237659326031463035,STAR
1237680247876485182,STAR
1237657189833769136,STAR
1237660669282943264,STAR
1237657220411228239,STAR
1237662964931493981,STAR
1237652946922111034,STAR
1237672025172804054,STAR
1237671941410521746,STAR
1237651752384856404,STAR
1237662225139957837,STAR
1237679541361508408,STAR
1237651273493381770,STAR
1237648720686350505,STAR
1237665532261236899,STAR
1237671935505137990,STAR
1237671165633888583,STAR
1237651191351869900,STAR
1237652629638938710,STAR
1237663783657930927,STAR
1237663530260627704,STAR
1237667539078087233,STAR
1237656242768643033,STAR
1237680073930702871,STAR
1237665329317479038,STAR
1237650795137138893,STAR
1237658302744166530,STAR
1237657775540928857,STAR
1237680511482724549,STAR
1237658493344219147,STAR
1237665565541073625,STAR
1237661126144819452,STAR
1237678580891320652,STAR
1237679998772969664,STAR
1237660958642798615,STAR
1237651252013826061,STAR
1237667446195355825,STAR
1237664834859630785,STAR
1237662225671585943,STAR
1237664285630333636,STAR
1237655370906140836,STAR
1237668348136718797,STAR
1237680252170994242,STAR
1237661086422663918,STAR
1237662500537237650,STAR
1237663783143669824,STAR
1237671260668756121,STAR
1237662307796648233,STAR
1237666185630253321,STAR
1237680190967054929,STAR
1237656238472888847,STAR
1237665442066792831,STAR
1237655744549880309,STAR
1237662301366583742,STAR
1237680502888924370,STAR
1237665127481344074,STAR
1237679502174257268,STAR
1237678578757861483,STAR
1237651274034709113,STAR
1237663204920066169,STAR
1237669766551896276,STAR
1237664668426633712,STAR
1237679996623519976,STAR
1237680333246825548,STAR
1237678876176089548,STAR
1237658188388958895,STAR
1237660343926391124,STAR
1237665329320821002,STAR
1237671262809817393,STAR
1237666339726491886,STAR
1237666300017180809,STAR
1237652900763664516,STAR
1237658203981742778,STAR
1237667915960090658,STAR
1237653613182452271,STAR
1237671261733781629,STAR
1237663238741032962,STAR
1237655370895851614,STAR
1237654600496840843,STAR
1237678661964136517,STAR
1237659324415672408,STAR
1237661137960304725,STAR
1237651250946965511,STAR
1237665126920552487,STAR
1237663783142097117,STAR
1237649920576520600,STAR
1237655463230046433,STAR
1237670960549200117,STAR
1237655743489376391,STAR
1237661850923106510,STAR
1237671940333830877,STAR
1237679437740572809,STAR
1237659163889238277,STAR
1237662302966120617,STAR
1237658311330562373,STAR
1237648722842157374,STAR
1237648721250025777,STAR
1237658203435893110,STAR
1237659327105663285,STAR
1237671762638471595,STAR
1237660413189488723,STAR
1237667254017261827,STAR
1237667731271647415,STAR
1237664853111472193,STAR
1237657190909280509,STAR
1237657220950786383,STAR
1237680245739946071,STAR
1237673741007520701,STAR
1237674648856035509,STAR
1237654868375962627,STAR
1237680529744986799,STAR
1237667252944961564,STAR
1237670965376974870,STAR
1237662264860148186,STAR
1237662525768073600,STAR
1237673430157099590,STAR
1237653651303301235,STAR
1237668707299295472,STAR
1237678437015421136,STAR
1237680074464821353,STAR
1237655464843280467,STAR
1237660612903699081,STAR
1237662641731338360,STAR
1237660027203551390,STAR
1237661874018910471,STAR
1237678875640726239,STAR
1237670458583417756,STAR
1237663457777354230,STAR
1237666244672684659,STAR
1237665532800073962,STAR
1237662303510856129,STAR
1237668679389545762,STAR
1237679340034129936,STAR
1237680333786842054,STAR
1237665570902507826,STAR
1237651271891026113,STAR
1237655107829366881,STAR
1237667446736158814,STAR
1237667442434244759,STAR
1237666214075105544,STAR
1237652943707373825,STAR
1237665099002151416,STAR
1237660613974753417,STAR
1237666309098176703,STAR
1237657769632792923,STAR
1237680246270984835,STAR
1237666229114375401,STAR
1237668297665544197,STAR
1237662225135697959,STAR
1237662236412018910,STAR
1237661354316595400,STAR
1237663544218878315,STAR
1237651252049216336,STAR
1237662663742718112,STAR
1237678807457792447,STAR
1237661383305855297,STAR
1237657630578770273,STAR
1237661852013559995,STAR
1237651212824346674,STAR
1237679324463956498,STAR
1237679323930492983,STAR
1237652629105606703,STAR
1237674649388646538,STAR
1237670017273561157,STAR
1237648720685760540,STAR
1237665097386164892,STAR
1237667111722484034,STAR
1237658205575250027,STAR
1237651753480487237,STAR
1237652598486663698,STAR
1237674285930448013,STAR
1237671691764629892,STAR
1237654626262843501,STAR
1237657630591090856,STAR
1237651190813098509,STAR
1237662302972674331,STAR
1237657595687010760,STAR
1237663783667302822,STAR
1237655504035840450,STAR
1237658303279136817,STAR
1237663233912603041,STAR
1237657773927039264,STAR
1237671124304265277,STAR
1237652935640941758,STAR
1237662307796779538,STAR
1237670016725090317,STAR
1237656241697063244,STAR
1237678825170010569,STAR
1237662474765861077,STAR
1237658203979841602,STAR
1237678540089000871,STAR
1237678660904223265,STAR
1237660613436244027,STAR
1237679478544793629,STAR
1237673809727389987,STAR
1237651504343089562,STAR
1237669516898205815,STAR
1237664672717013379,STAR
1237657609112322225,STAR
1237657857685193020,STAR
1237661873473520152,STAR
1237672024625120089,STAR
1237662236401532958,STAR
1237673843007686506,STAR
1237658425166397531,STAR
1237680504505697010,STAR
1237665582725136633,STAR
1237658916386897950,STAR
1237660764844721019,STAR
1237654627862381200,STAR
1237662225166369440,STAR
1237664878340079633,STAR
1237671256898207897,STAR
1237657858216427553,STAR
1237655370895327275,STAR
1237680069637636893,STAR
1237668735763218540,STAR
1237661852550234158,STAR
1237672764436841264,STAR
1237658206121033737,STAR
1237663542064055654,STAR
1237651538173362283,STAR
1237651714801402029,STAR
1237654600491073601,STAR
1237662300835479838,STAR
1237670959477489825,STAR
1237655374113997954,STAR
1237658611979780196,STAR
1237666183488143374,STAR
1237673808654958903,STAR
1237654881273446466,STAR
1237652899145646164,STAR
1237664294758383678,STAR
1237666408439283736,STAR
1237653588484620472,STAR
1237657610726146315,STAR
1237657590319218892,STAR
1237678624382451772,STAR
1237652600099243345,STAR
1237657873795711017,STAR
1237663915726274590,STAR
1237654669736018245,STAR
1237669768162836577,STAR
1237667254534799574,STAR
1237659132751839344,STAR
1237653614797520911,STAR
1237678617412567176,STAR
1237662223534784651,STAR
1237654954820436353,STAR
1237655463244464191,STAR
1237664818753765552,STAR
1237664106852515977,STAR
1237678663037813263,STAR
1237661362910527854,STAR
1237678617436684447,STAR
1237650372096426005,STAR
1237668586505961556,STAR
1237674366992516474,STAR
1237680333783237597,STAR
1237680498598020340,STAR
1237663479257039054,STAR
1237658298986726299,STAR
1237667736648220724,STAR
1237670015661572245,STAR
1237667212658933847,STAR
1237662303517605940,STAR
1237667205680398551,STAR
1237658917992661115,STAR
1237661356467617850,STAR
1237651752386691151,STAR
1237679998234591539,STAR
1237662225682268251,STAR
1237659324952084608,STAR
1237668297139290134,STAR
1237671257441304869,STAR
1237658424083742771,STAR
1237667254017720532,STAR
1237663784201617697,STAR
1237661383308608320,STAR
1237664854725492891,STAR
1237657628429583693,STAR
1237678776868470869,STAR
1237666245222269251,STAR
1237680481953055540,STAR
1237678907847082419,STAR
1237657070628634776,STAR
1237665530633126619,STAR
1237680503436870337,STAR
1237661971717947544,STAR
1237665128012709906,STAR
1237672003148317361,STAR
1237662474764484887,STAR
1237670458584794306,STAR
1237657190909608081,STAR
1237658803107529005,STAR
1237654604785320165,STAR
1237679324457271444,STAR
1237663235521577120,STAR
1237648720693363362,STAR
1237657877003568003,STAR
1237653613719060646,STAR
1237655347815448697,STAR
1237670957325942938,STAR
1237663783128989726,STAR
1237665530649444623,STAR
1237657629507584495,STAR
1237661872948839028,STAR
1237666216218067120,STAR
1237662663206174825,STAR
1237664094513594425,STAR
1237657608577482897,STAR
1237661418213933229,STAR
1237648721766777362,STAR
1237667227151565540,STAR
1237658491720892950,STAR
1237678887984628058,STAR
1237668503833804988,STAR
1237665583261680316,STAR
1237657070088093766,STAR
1237655106766438466,STAR
1237668297129394349,STAR
1237651192428757483,STAR
1237662302435738349,STAR
1237680075544461625,STAR
1237660670354063560,STAR
1237659120410755386,STAR
1237653008657941391,STAR
1237673757114040984,STAR
1237679322856227039,STAR
1237656906345808259,STAR
1237661150302371876,STAR
1237678602919412199,STAR
1237679503776023154,STAR
1237671071688294492,STAR
1237680245737324653,STAR
1237680502891741878,STAR
1237661136886956068,STAR
1237654030861205732,STAR
1237663783128989873,STAR
1237680069098012935,STAR
1237658298456736147,STAR
1237654953745842797,STAR
1237660765906142030,STAR
1237674462556979349,STAR
1237667914341089393,STAR
1237654604779749521,STAR
1237665101674905734,STAR
1237678622768300598,STAR
1237680529204184131,STAR
1237662263239180310,STAR
1237667444044857398,STAR
1237661069246202190,STAR
1237671140946346020,STAR
1237663234451046733,STAR
1237663457778532874,STAR
1237666407917814531,STAR
1237660670351638677,STAR
1237661951333499168,STAR
1237657630041703285,STAR
1237658203425472589,STAR
1237657776077799622,STAR
1237657629523509470,STAR
1237663457237074338,STAR
1237665429182218280,STAR
1237673705041101010,STAR
1237659148850299803,STAR
1237667212659130393,STAR
1237661850931495181,STAR
1237657628434826133,STAR
1237671261199794341,STAR
1237663784205418576,STAR
1237670961629561330,STAR
1237661382238535831,STAR
1237651252550238602,STAR
1237674649926303824,STAR
1237665530645840507,STAR
1237678619037926350,STAR
1237664092366635046,STAR
1237678580369260655,STAR
1237679580010447271,STAR
1237659888119251197,STAR
1237668349758210377,STAR
1237670017265172697,STAR
1237666216218001541,STAR
1237671124833468752,STAR
1237655369829318734,STAR
1237666339725574259,STAR
1237653614258684085,STAR
1237663783122108574,STAR
1237666407406436763,STAR
1237650372089544749,STAR
1237680333246366856,STAR
1237668591338062313,STAR
1237654391098770022,STAR
1237658205584228367,STAR
1237655374111703145,STAR
1237658203968045190,STAR
1237667782824624259,STAR
1237678601851765019,STAR
1237663275774378192,STAR
1237655464840266178,STAR
1237651250948931597,STAR
1237679255201906853,STAR
1237663237667750174,STAR
1237661382232899762,STAR
1237664673789902919,STAR
1237652901297455586,STAR
1237678853627904298,STAR
1237668270844020048,STAR
1237654653107830970,STAR
1237670955713888279,STAR
1237663543146905803,STAR
1237657192515043366,STAR
1237664336642244766,STAR
1237665548895912310,STAR
1237678617403523682,STAR
1237666275280748921,STAR
1237666216225210695,STAR
1237658203985608852,STAR
1237679478019850509,STAR
1237658204515795077,STAR
1237663237129109631,STAR
1237680091112932399,STAR
1237678776857854469,STAR
1237679478553641307,STAR
1237648721238098196,STAR
1237662501080072580,STAR
1237655374651261429,STAR
1237657119483101235,STAR
1237679478542173056,STAR
1237658187313513541,STAR
1237654954816700942,STAR
1237673807577022854,STAR
1237669767089160308,STAR
1237662662142067084,STAR
1237661069236502850,STAR
1237668675622535264,STAR
1237663784199716941,STAR
1237663277928546366,STAR
1237657632727105752,STAR
1237661086417028268,STAR
1237663547434336690,STAR
1237665534932091303,STAR
1237651737390219436,STAR
1237663783142031508,STAR
1237648722292769007,STAR
1237654602099130541,STAR
1237660614509658278,STAR
1237663235522888974,STAR
1237662962784600500,STAR
1237657610730537212,STAR
1237655130383254297,STAR
1237664835390276159,STAR
1237648720688840710,STAR
1237660760537038853,STAR
1237664852027048484,STAR
1237666209250935581,STAR
1237653651309854851,STAR
1237651752931950616,STAR
1237662225691377732,STAR
1237653651839713312,STAR
1237658204514680979,STAR
1237671266036940994,STAR
1237667229303439478,STAR
1237657595687469295,STAR
1237669703731314802,STAR
1237669681722359949,STAR
1237657595147518111,STAR
1237680316061712640,STAR
1237651274051420363,STAR
1237667143397998684,STAR
1237662499467886608,STAR
1237674460409037154,STAR
1237665128544010480,STAR
1237655742953161206,STAR
1237667227692236874,STAR
1237678890137748401,STAR
1237649964071190633,STAR
1237678601844228235,STAR
1237654606384530465,STAR
1237666245230723184,STAR
1237678617974341860,STAR
1237651272435433913,STAR
1237655744562004147,STAR
1237662697031926205,STAR
1237665428647117068,STAR
1237680240904176069,STAR
1237665350782615768,STAR
1237666186182524995,STAR
1237662301378052334,STAR
1237661068173246598,STAR
1237648720158720177,STAR
1237660750337737082,STAR
1237663783656816801,STAR
1237663547969635181,STAR
1237664667907588123,STAR
1237661463838131113,STAR
1237673808111272926,STAR
1237667323789639732,STAR
1237665097920938207,STAR
1237669763870753113,STAR
1237678617419514103,STAR
1237668271909830855,STAR
1237663229624058819,STAR
1237678617400181008,STAR
1237678723165847596,STAR
1237680299422646455,STAR
1237668297134571625,STAR
1237673452170314343,STAR
1237649961922068496,STAR
1237661850391937045,STAR
1237667431177912418,STAR
1237657586029690936,STAR
1237656241706696831,STAR
1237658424614650221,STAR
1237669696766607604,STAR
1237654601562652870,STAR
1237655463232012735,STAR
1237655349431369898,STAR
1237666308560585510,STAR
1237648722301354084,STAR
1237668290156888297,STAR
1237655472895558077,STAR
1237665107580617154,STAR
1237662336792068231,STAR
1237660765916168449,STAR
1237655373044712719,STAR
1237673809188619094,STAR
1237668297133326360,STAR
1237663306919051378,STAR
1237666215691748090,STAR
1237671167242469549,STAR
1237651272430714981,STAR
1237663230681350220,STAR
1237663530262986948,STAR
1237664854714351644,STAR
1237661434321371697,STAR
1237661382772195858,STAR
1237652942096171279,STAR
1237665374403559901,STAR
1237655125010874641,STAR
1237671768539922600,STAR
1237659120396402771,STAR
1237660958106714650,STAR
1237674460406088897,STAR
1237671140941037672,STAR
1237658423563452679,STAR
1237674371285386654,STAR
1237662224062153025,STAR
1237678618470842762,STAR
1237662237489496589,STAR
1237660962943008841,STAR
1237661360761798734,STAR
1237657611805130859,STAR
1237668297144729713,STAR
1237669697834385854,STAR
1237665571436102649,STAR
1237680305859658740,STAR
1237655347815907404,STAR
1237665225700933855,STAR
1237671262811848777,STAR
1237679582159175942,STAR
1237679438281244834,STAR
1237669516366447028,STAR
1237661851456176184,STAR
1237651736849023318,STAR
1237663786885120506,STAR
1237669701583634668,STAR
1237667781204181201,STAR
1237648720161276034,STAR
1237665582723891469,STAR
1237673739391009228,STAR
1237669768161525922,STAR
1237660344467784554,STAR
1237664870287671574,STAR
1237650796755091591,STAR
1237654610141184142,STAR
1237655474507874569,STAR
1237661871873917116,STAR
1237666210317861188,STAR
1237655691945705743,STAR
1237666210312225173,STAR
1237665532259467342,STAR
1237665533332160935,STAR
1237667538538135673,STAR
1237674285387809104,STAR
1237660636538798174,STAR
1237657191978959090,STAR
1237650794599482142,STAR
1237651535482454158,STAR
1237661138490818584,STAR
1237680481416708897,STAR
1237667730734120986,STAR
1237665101139017795,STAR
1237671262813028368,STAR
1237661212044689602,STAR
1237680503427893264,STAR
1237678617409421589,STAR
1237662306191278405,STAR
1237665441539425083,STAR
1237658205054566507,STAR
1237661818170310853,STAR
1237663529722118743,STAR
1237666091125571729,STAR
1237658204509175909,STAR
1237662498930425890,STAR
1237662195073286260,STAR
1237658187316462632,STAR
1237667212658999498,STAR
1237670961627267619,STAR
1237651539800555598,STAR
1237668610660828320,STAR
1237671765323546760,STAR
1237656537516015865,STAR
1237673740468291188,STAR
1237680069640323300,STAR
1237657190907511322,STAR
1237667211057627214,STAR
1237664296367358012,STAR
1237662637441876179,STAR
1237664093967941850,STAR
1237678808533500839,STAR
1237651273489908273,STAR
1237666301630873715,STAR
1237648720154132665,STAR
1237662501076271210,STAR
1237667541215215951,STAR
1237678600236433612,STAR
1237659930001146717,STAR
1237665024369229954,STAR
1237672793966379040,STAR
1237667783388234089,STAR
1237657628969074690,STAR
1237657772319899707,STAR
1237651534945845317,STAR
1237660239778283870,STAR
1237680276869743168,STAR
1237654610681528730,STAR
1237678622772625839,STAR
1237679504856907931,STAR
1237663783129972907,STAR
1237663786876732390,STAR
1237660958103961714,STAR
1237655464317616396,STAR
1237657776613818415,STAR
1237654875356136205,STAR
1237678919133954147,STAR
1237674649926304034,STAR
1237658205584162826,STAR
1237678881568522424,STAR
1237654953744860476,STAR
1237655463772488225,STAR
1237657594614251819,STAR
1237663238741360713,STAR
1237666407922991197,STAR
1237668560736485900,STAR
1237673740470322243,STAR
1237678660901732361,STAR
1237670017261895735,STAR
1237664874046226598,STAR
1237661871334359144,STAR
1237664093973381333,STAR
1237652943700296269,STAR
1237654881283604829,STAR
1237658493870932226,STAR
1237661871859892348,STAR
1237665126933791125,STAR
1237674602141516304,STAR
1237660763769667787,STAR
1237655349965291702,STAR
1237661418212425842,STAR
1237662195613696053,STAR
1237669703731052740,STAR
1237661357542670505,STAR
1237651250408587997,STAR
1237654390567993444,STAR
1237665227303748093,STAR
1237667430100566557,STAR
1237679454919196743,STAR
1237670459118649778,STAR
1237662268069970441,STAR
1237662224608002124,STAR
1237663273630040805,STAR
1237662301915119972,STAR
1237666246296141924,STAR
1237665430243901486,STAR
1237674283783422044,STAR
1237664670050091012,STAR
1237668289617527847,STAR
1237648722287788191,STAR
1237666228571997208,STAR
1237656496707076384,STAR
1237671260133458156,STAR
1237664852574208419,STAR
1237663230145396824,STAR
1237670964856356882,STAR
1237661948647768205,STAR
1237667914878418946,STAR
1237658492278997399,STAR
1237663277923696726,STAR
1237661850382827663,STAR
1237671561306046850,STAR
1237652899698311230,STAR
1237663543682793898,STAR
1237655473433346263,STAR
1237678893350322750,STAR
1237648720178905474,STAR
1237671260659056763,STAR
1237678620090499948,STAR
1237660751411544774,STAR
1237670962166628501,STAR
1237669768159953387,STAR
1237671255835018029,STAR
1237666462650925107,STAR
1237655129833734157,STAR
1237678601311486372,STAR
1237661418206069039,STAR
1237658425156567209,STAR
1237674650458194075,STAR
1237680529740857595,STAR
1237664668423880758,STAR
1237662337861419117,STAR
1237656568119099780,STAR
1237660961325252912,STAR
1237661386538484020,STAR
1237679478004580742,STAR
1237651754551476239,STAR
1237657773921272267,STAR
1237655493836603413,STAR
1237678433253065026,STAR
1237669767623409686,STAR
1237680297275752467,STAR
1237664286710498539,STAR
1237652943702196346,STAR
1237662300830695568,STAR
1237658492268576810,STAR
1237662224603742314,STAR
1237666227496485254,STAR
1237662474236461089,STAR
1237680333786841717,STAR
1237655108367679530,STAR
1237652900238590086,STAR
1237651250951094364,STAR
1237667735048093870,STAR
1237661435927724248,STAR
1237663543685218336,STAR
1237650794607280359,STAR
1237668586504651023,STAR
1237666211932537058,STAR
1237661356466241664,STAR
1237678894427603478,STAR
1237657589776318575,STAR
1237666091664212299,STAR
1237664295831207999,STAR
1237660239778480311,STAR
1237653441913815133,STAR
1237663783673069739,STAR
1237663457241465353,STAR
1237660239777955920,STAR
1237662263238329249,STAR
1237680071246282796,STAR
1237657608035172511,STAR
1237667206215106821,STAR
1237668352964296942,STAR
1237663479259136264,STAR
1237661465989939418,STAR
1237657191444971692,STAR
1237652900764188798,STAR
1237667205678694408,STAR
1237657190908362860,STAR
1237663789023429070,STAR
1237663445442233375,STAR
1237662224070214146,STAR
1237661125612077277,STAR
1237666213533909270,STAR
1237668293908366047,STAR
1237657192515436847,STAR
1237656243316654297,STAR
1237667254534865043,STAR
1237652600101667120,STAR
1237662663742455950,STAR
1237648722286805150,STAR
1237667917031014601,STAR
1237661386009215342,STAR
1237662637447381188,STAR
1237667142864011954,STAR
1237662335726060007,STAR
1237667536399106173,STAR
1237667254555639835,STAR
1237668299279106292,STAR
1237652947991855110,STAR
1237662307808313786,STAR
1237665429184315732,STAR
1237661813882093572,STAR
1237665531707260986,STAR
1237652901296734434,STAR
1237678602919149616,STAR
1237663273632137315,STAR
1237664289387118826,STAR
1237649961919119759,STAR
1237659163889107298,STAR
1237664131010396305,STAR
1237663278467055730,STAR
1237651539783516231,STAR
1237665355081187943,STAR
1237670956787630300,STAR
1237648721769529647,STAR
1237678437015683427,STAR
1237651250451513855,STAR
1237667292651061646,STAR
1237679581618897213,STAR
1237664836460610684,STAR
1237657630044389462,STAR
1237679997159211534,STAR
1237648721233117692,STAR
1237667255072522444,STAR
1237657242969833979,STAR
1237663478723051555,STAR
1237654881266106376,STAR
1237666299484176459,STAR
1237655473972314427,STAR
1237657855535546632,STAR
1237661852010611227,STAR
1237665103835758926,STAR
1237679586451981440,STAR
1237678619028488301,STAR
1237661434310688809,STAR
1237661356998000799,STAR
1237660635455881430,STAR
1237657242970292300,STAR
1237665367429087396,STAR
1237661852013494367,STAR
1237674288070460077,STAR
1237659152610165262,STAR
1237664854180561633,STAR
1237663783143145528,STAR
1237672003149366977,STAR
1237671124828488779,STAR
1237673808659087492,STAR
1237674365383475410,STAR
1237656568120213776,STAR
1237656906352558269,STAR
1237666215691092872,STAR
1237667735590077041,STAR
1237663783127744788,STAR
1237661951337300088,STAR
1237655498139435940,STAR
1237663458314945006,STAR
1237667209978839558,STAR
1237657629531242688,STAR
1237661435920384491,STAR
1237680331104322175,STAR
1237662238016864310,STAR
1237662195601309854,STAR
1237657608568308570,STAR
1237650761858089035,STAR
1237661850404126831,STAR
1237661874004426840,STAR
1237674650457866365,STAR
1237658493341991139,STAR
1237680505038047275,STAR
1237667254002450489,STAR
1237678887982793069,STAR
1237666226956403218,STAR
1237663307453890757,STAR
1237680286535385966,STAR
1237667538535973098,STAR
1237668494702936081,STAR
1237664620099273255,STAR
1237649920044826752,STAR
1237673808117695008,STAR
1237666463194087672,STAR
1237668706762686695,STAR
1237664672719372398,STAR
1237666464795853377,STAR
1237657607498039758,STAR
1237669517444382802,STAR
1237655504570155145,STAR
1237667429548032487,STAR
1237668289083932681,STAR
1237649921115488982,STAR
1237658491738783750,STAR
1237679996083569026,STAR
1237662500005478499,STAR
1237667255084908719,STAR
1237661085884285160,STAR
1237655745101103199,STAR
1237654398627480184,STAR
1237661813343846480,STAR
1237671992416928078,STAR
1237668270826979386,STAR
1237671940871291629,STAR
1237661068168396843,STAR
1237678620106686576,STAR
1237656243305448004,STAR
1237662199901520173,STAR
1237680311773888856,STAR
1237657189834948771,STAR
1237651271892336862,STAR
1237663479259529470,STAR
1237658186242523929,STAR
1237668586508189723,STAR
1237669696760578270,STAR
1237664104704115431,STAR
1237666407916699682,STAR
1237663306919051406,STAR
1237654601019490604,STAR
1237664871896973692,STAR
1237666228574095096,STAR
1237658493895507990,STAR
1237659132209922165,STAR
1237663234452357347,STAR
1237666434190868834,STAR
1237668730385007555,STAR
1237673704501674818,STAR
1237651272978661615,STAR
1237651271360905560,STAR
1237658299532247163,STAR
1237668496313286712,STAR
1237663783677067429,STAR
1237661974938517557,STAR
1237662697035072401,STAR
1237663531333583513,STAR
1237663783677329475,STAR
1237663783120208025,STAR
1237660614511493184,STAR
1237655473975459887,STAR
1237655128759664948,STAR
1237661386544382637,STAR
1237655107842473997,STAR
1237661950790598782,STAR
1237668272438313209,STAR
1237671123223838773,STAR
1237671938731540747,STAR
1237661433782338300,STAR
1237658205042049176,STAR
1237658801507074072,STAR
1237668310555623439,STAR
1237667208356823716,STAR
1237654881277838042,STAR
1237666185098887536,STAR
1237664285097198308,STAR
1237654875356987471,STAR
1237673708790284607,STAR
1237662236940698169,STAR
1237664295828848670,STAR
1237672765513269549,STAR
