domain_id,labels
6ln0A02,"11,13,0,8,3,9,2,9,11,9,13,13,19,1,17,19,9,8,16,1,6,6,8,18,17,17,15,14,16,11,5,9,10,6,9,8,13,8,2,11,11,1,4,17,15,0,5,17,11,9,4,13,11,16,0,19,13,4,14,12,0,7,2,0,9,19,14,3,19,9,11,5,11,12,11,14,4,17,0,18,7,19,0,15,16,11,14,14,17,5,3,10,5,1,12,13,13,17,7,15,9,9,17,15"
1reqB01,"16,17,6,16,17,2,5,7,2,7,17,12,10,19,14,12,8,2,0,12,8,8,9,5,19,12,5,17,0,12,4,16,14,5,16,16,17,14,11,5,2,10,2,0,18,2,17,14,0,9,6,3,2,12,2,3,8,4,16,14,8,0,7,9,3,5,9,3,14,5,17,16,15,9,9,9,14,17,2,12,2,0,7,0,12,3,6,9,2,3,17,9,15,2,17,9,9,3,10,16,8,17,3,17,4,15,14,19,2,13,5,0,0,0,3,0,9,17,15,17,19,3,14,15,2,8,12,0,8,2,9,0,9,11,9,5,9,2,12,7,5,4,0,0,9,13,5,16,3,12,2,9,16,17,9,5,2,18,17,14,14,9,0,8,4,15,12,2,15,14,0,17,16,7,2,0,11,7,19,6,11,0,5,0,5,2,17,0,3,9,0,18,0,9,0,16,5,0,3,19,17,14,0,9,17,3,13,5,4,16,0,16,3,0,4,2,16,7,11,4,14,17,16,0,16,6,2,13,4,9,16,7,0,14,9,14,0,9,14,3,0,18,0,14,7,5,3,17,4,5,17,2,3,2,8,14,5,0,14,13,11,0,7,16,15,18,14,3,9,16,14,3,2,12,19,17,11,7,9,14,5,15,7,0,16,4,15,0,15,17,5,5,0,3,15,7,16,16,9,12,4,16,13,0,9,5,9,12,3,2,2,4,12,9,14,7,0,14,11,16,5,7,17,9,0,3,3,17,11,7,5,14,17,11,2,12,0,5,5,15,19,19,17,3,15,9,16,14,15,9,0,2,0,0,18,8,3,4,13,3,17,3,8,9,5,5,10,15,8,0,17,10,16,3,6,17,16,8,17,9,2,0,1,11,0,3,14,0,8,14,9,0,11,14,8,13,12,7,16,0,17,15,3,4,12,10,7,5,0,14,15,7,3,16,8,12,4,12,0,0,12,0,14,8,5,9,0,18,6,14,2,15,3,17,4,3,13"
4io2A02,"11,15,10,14,7,9,10,14,8,5,16,9,7,2,5,10,2,2,9,8,11,5,8,7,12,19,11,14,7,5,7,14,7,5,16,0,5,3,2,19,19,9,14,3,7,15,5,5,15,14,11,4,19,12,9,8,15,14,13,3,10,19,2,15,9,9,0,5,7,7,2,17,15,4,10,2,7,5,16,0,3,19,17,16,11,11,7,19,1,11,9,16,9,17,5,3,2,4,2,8,15,16,4,5"
1v3eA00,"7,16,6,2,17,5,7,8,12,9,11,12,2,2,4,18,14,1,16,15,5,9,12,15,9,10,8,16,12,8,7,14,9,10,12,5,12,5,9,9,0,10,12,16,16,17,2,5,1,7,14,16,12,15,9,17,7,11,2,9,7,19,0,19,16,15,11,9,7,16,14,5,1,13,2,7,5,8,15,19,13,17,9,13,7,5,7,7,16,17,11,15,2,9,17,12,2,9,11,12,14,7,15,6,16,4,11,7,11,2,11,14,8,15,1,15,9,0,9,9,11,16,2,17,19,13,9,1,15,16,12,8,17,2,3,14,15,2,19,0,15,12,5,7,3,2,7,17,9,2,7,17,11,19,2,5,15,7,15,16,16,14,4,8,11,11,11,7,15,4,2,13,12,19,0,0,9,19,12,15,17,5,12,5,7,19,19,8,5,8,7,7,4,9,5,19,5,5,9,3,6,12,7,11,3,11,17,7,1,11,16,16,5,1,12,5,8,16,13,14,2,1,11,13,0,15,6,15,12,18,4,15,2,14,14,10,17,11,15,7,7,17,17,2,8,5,9,11,15,7,12,8,9,8,17,18,16,7,15,10,14,13,11,19,18,5,15,3,5,14,9,9,9,9,5,11,8,7,19,7,19,16,14,15,16,15,18,6,15,8,9,13,9,5,7,7,2,7,16,2,19,15,2,7,14,7,8,18,16,18,6,11,17,9,15,14,12,5,11,11,3,1,12,18,5,6,15,1,12,2,5,1,7,16,5,17,19,16,2,0,19,12,9,11,12,16,5,15,7,17,15,15,17,7,9,2,15,13,8,15,14,17,11,12,17,7,16,19,15,16,0,16,3,14,17,11,3,9,0,7,9,11,14,16,9,15,0,5,19,16,16,16,15,1,7,16,6,19,11,8,5,19,1,4,6,7,17,3,7,11,6,8,15,9,11,16,9,13,12,10,9,4,8,16,3,7,12,8,15,1,15"
3nycA02,"12,14,12,3,10,17,17,2,4,15,2,2,12,3,3,9,14,14,13,19,3,15,5,8,0,9,17,12,13,10,14,9,9,2,0,3,13,0,1,15,7,17,12,17,9,14,14,2,8,17,4,5,0,16,19,2,12,16,9,13,12,8,14,14,15,0,4,7,4,0,12,12,12,5,7,2,1,6,2,18,12,10,9,17,15,9,2,3,15,4,19,9,8,12,2,0,5,10,9,9,5,15,12,0,11,0,2,12,17,3,0,6,2,17,13,12,3,13,9,2,7,0,16,5,10,19,9,7,3,3,0,16,16,9,16,7,14,14,12,3,6,16,18,0,5,9,14,15,4,17"
2gn4A02,"11,17,17,5,15,14,5,15,17,17,12,4,4,8,8,9,17,13,11,8,0,15,3,7,12,7,16,2,7,14,10,16,14,4,18,7,7,12,15,10,8,10,16,2,9,0,8,0,9,0,12,11,16,12,16,8,7,7,5,7,14,12,5,3,8,9,6,3,15,6,11,11,11,13,18,9,3,12,2,2,9,9,8,9,9"
1k42A00,"10,9,17,0,11,7,11,5,5,4,3,15,16,12,0,5,17,17,16,2,9,0,3,5,17,3,5,18,2,9,11,17,5,15,15,17,16,11,12,12,17,4,3,17,9,3,16,15,2,0,12,3,5,11,8,17,9,0,17,16,17,11,5,17,5,11,11,12,18,2,7,3,0,16,0,4,12,17,11,17,14,12,5,17,16,19,16,19,16,7,18,0,14,0,3,13,2,5,0,17,17,15,4,16,17,5,11,13,15,4,13,3,19,5,14,9,6,3,13,13,7,16,16,3,18,13,12,4,16,4,3,4,16,17,15,2,13,3,16,17,7,14,0,12,7,6,4,5,19,0,0,11,17,5,11,16,7,19,7,2,5,9,0,7,0,15,13,12"
1a1rA02,"16,12,1,16,1,5,15,15,2,9,19,9,17,16,14,6,0,2,17,7,12,17,14,14,14,5,2,15,14,5,15,9,9,15,12,14,12,7,15,19,9,8,5,15,15,5,5,12,9,9,1,12,16,5,6,0,17,5,9,4,14,0,0,17,1,16,14,5,17,0,8,0,17,2,4,7,12,17,3,11,9,3,16,16,10"
4o32C00,"10,8,11,16,17,7,17,9,19,4,4,0,8,18,1,13,0,1,16,10,13,15,16,3,10,2,8,9,13,8,19,19,5,8,14,7,19,9,9,8,17,2,9,2,8,11,3,15,9,0,14,8,4,15,17,8,15,9,12,16,7,7,9,9,8,11,8,16,10,9,0,14,8,2,6,4,17,15,15,11,2,9,7,0,9,7,8,8,6,9,17"
2q2eA01,"10,3,5,3,8,5,15,8,16,14,8,5,2,0,9,0,14,3,8,9,9,3,7,0,3,8,7,19,11,13,4,3,3,3,17,17,12,15,17,15,9,12,15,14,16,8,0,11,9,3,19,15,2,3,15,2,17,18,17,19,5,2,14,3,15,3,14,15,0,8,16,17,8,5,0,4,13,9,9,8,16,16,19,0,16,2,4,9,7,11,3,6,9,0,14,11,14,5,15,16,9,14,3,9,19,19"
4nozB01,"10,0,6,6,6,6,6,6,10,15,7,3,8,17,9,19,14,0,6,0,8,0,16,5,5,14,2,5,14,0,16,17,12,3,15,5,9,2,9,8,9,16,16,12,14,3,9,5,5,0,5,5,0,5"
2vkjA00,"5,15,6,10,11,9,0,17,8,9,16,14,10,3,8,16,9,8,0,19,3,9,19,7,4,15,2,19,3,11,4,3,11,19,17,8,8,3,5,9,8,7,3,5,10,3,9,9,8,3,8,8,0,14,15,9,7,0,3,5,8,2,9,4,3,16,0,11,19,5,3,0,9,17,4,4,3,8,0,9,11,9,15,2,11,3,3,7,8,8,7,0,15,4,19,9,3,3,1,14,8,8,9,0,5,2"
4maaA02,"16,19,5,0,7,14,3,16,10,17,12,9,7,8,9,9,12,3,0,8,14,18,19,16,7,16,12,13,19,17,4,5,3,0,9,9,3,5,0,8,13,17,1,0,3,6,5,7,3,6,7,5,11,15,19,6,15,9,13,3,13,3,4,15,5,19,9,16,11,0,7,0,0,14,12,2,17,9,17,9,9,11,4,5,15,13,15,15,11,0,9,14,13,0,17,11,4,5,7,8,3,14,10,8,17,9,9,17,18,15,0,5,9,2,13,4,13,3,9,5,15,2,17,9,3,5,17,19,9,5,0,13,19,19,9,9,17,5,8,0,0,0,16,10,14,2,8,2,2,9,0,3,17,9,15,0,5,14,15,4,12,2,17,15,0,16,5,1,0,9"
3vseA01,"10,8,7,0,16,9,11,8,5,8,3,16,8,19,4,11,5,19,12,9,7,3,3,3,2,7,19,15,13,2,6,9,8,3,5,2,7,4,13,7,17,16,2,8,15,13,19,17,0,16,0,19,17,5,14,13,6,8,5,9,5,18,17,9,16,19,2,8,0"
5eroA00,"2,6,7,4,4,3,8,0,17,9,3,0,12,19,2,19,7,0,15,10,12,15,8,5,17,14,2,13,4,7,2,0,9,11,2,18,9,14,17,12,2,17,8,17,5,8,7,8,2,0,17,14,17,9,6,11,15,15,9,9,9,2,2,4,13,2,11,15,12,9,14,14,5,8,12,15,16,6,11,7,4,5,15,0,13,16,17,11,16,0,16,19,15,7,7,8,0,7,5,13,7,10,3,4,15,0,5,3,15,17,13,3,17,10,11,15,7,10,7,9,4,13,5,13,0,10,2,9,4,18,16,19,11,5,6,17,12,15,3,3,3,19,19,14,10,7,2,13,8,16,5,13,9,4,15,7,0,16,15,9,9,9,11,0,0,2,11,3,7,12,14,16,8,7,13,15,1,9,6,14,9,16,14,9,9,5,14,1,4,13,7,14,2,2,19,13,11,9,17,15,0,2,19,16,8,13,8,5,4,1,3,2,9,2,3,5,8,18,15,9,0,9,7,6,10,7,6,8,13,14,15,6,10,0,9,9,11,17,9,15,16,5,14,8,6,5,5,10,16,9,3,13,8,13,4,17,9,2,7,7,3,3,3,8,15,9,2,19,16,14,15,17,10,10,2,9,6,17,13,9,14,0,3,7,5,14,7,3,7,9,9,2,15,12,11,12,0,10,14,9,9"
2mahA00,"15,5,9,17,12,14,5,15,6,10,17,14,14,0,14,1,19,12,16,15,11,0,16,11,16,1,4,5,15,8,9,12,19,3,9,15,15,9,2,9,16,2,4,6,16,3,8,3,9,11,2,8,9,11,2,19,19,0,9,8,6,17,12,8,1,18,0,0,7,13,12,4,9,1,0,17,4,8,12,8,1,3,8,7,11,5,3,2,10,17,19,9,12,15,19,3,10,1,14,7,16,10,3,12,1,14,7,9,19,11,16,16,4,4,12,8,4,9,14,1,11,3,16,9,4,12,16,8"
4at7B01,"5,6,10,14,12,10,14,7,4,17,11,2,2,14,6,17,10,0,8,6,15,15,9,8,15,1,17,7,17,7,14,17,9,14,2,9,1,16,14,17,12,16,18,5,12,9,14,5,18,12,9,3,9,9,1,3,8,15,7,5,16,0,11,14,12,10,5,0,5,3,0,9,14,14,17,9,3,1,9,0,15,5,7,17,10,12,2,5,15,5,7,19,2,12,1,3,8,3,0,16,2,0,7,5,6,9,2,14,13,13,14,3,2,7,16,13,15,0,13,6,0,9,14,9,0,0,4,5,13,9,6,8,17"
4c12A01,"10,2,0,15,16,9,4,8,8,17,8,17,8,14,17,9,5,15,9,3,13,13,7,2,2,7,16,16,2,15,14,16,0,14,3,5,15,7,4,17,0,15,17,5,19,16,17,2,15,6,8,4,1,13,11,17,0,2,13,5,1,8,9,17,17,17,11,8,3,13,15,9,12,0,11,17,16,13,17,17,17,12,2,16,9,14,17,0,15,7,9,0,6,16,9,19,2,19"
1bluA00,"0,9,10,7,16,2,3,1,7,11,1,2,17,1,3,12,3,1,12,11,5,0,7,15,13,5,2,3,16,19,17,7,3,12,15,9,1,16,3,1,17,5,6,19,3,16,15,13,1,17,3,17,1,12,17,2,1,7,7,8,2,12,15,6,3,3,16,3,2,3,9,14,0,8,19,3,14,7,16,5"
2ep5A01,"10,0,2,8,7,8,17,15,9,9,5,15,16,5,10,17,5,13,8,10,17,8,10,9,0,8,6,12,19,9,3,9,17,8,17,15,0,15,12,15,8,7,5,8,8,19,8,2,0,17,8,18,7,3,13,5,2,7,12,3,3,17,13,2,9,12,7,17,15,16,11,19,3,2,6,8,2,17,2,17,17,9,15,0,9,12,11,3,9,0,3,15,7,3,9,3,9,17,8,11,5,8,7,17,17,15,11,0,15,12,4,14,10,2,12,2,17,12,9,7,11,12,3,7,11,18,3,6,9,3,9,9,8,4,13,8,3,14,8,5,18,8,5,7,9,17,8,11,12,11,11,9,17,14,5,0,0,5,7,16,7,9,16,17,3,17,10,8,3,9,5,19"
4on1A02,"4,8,5,9,12,7,8,2,19,12,16,3,8,9,15,16,7,2,8,11,15,7,9,15,9,15,15,14,0,16,19,12,0,16,9,3,4,10,9,7,8,3,8,2,5,5,15,9,3,6,2,7,16,15,13,7,13,0,17,16,16,15,9,8,4,9,7,2,15,5,4,7,16,17,8,19,16,7,8,2,15,15,6,8,5,5,0,15,2,19,3,17,15,0,9,3,15,4,13,11,19,9,14,15,18,2,3,17,8,5,13,2,8,8,12,19,7,9,9,14,2,5,16,18,2,15,5,8,16,4,5,19,0,15,5,7,5,17,7,6,9,11,11,12,14,5,11,4,3,17,0,0,7,15,16,16,15,15,15,6,12,19,16,9,0,6,3,7,5,6,9,9,5,0,3,6,17,2,11,3,13,2,9,10,19,16,18,19,15,12,13,17,16,12,11"
1u5tA01,"17,11,8,16,7,9,3,8,13,15,17,3,9,14,2,13,9,10,17,4,13,3,14,9,17,3,4,0,8,8,6,11,15,3,9,13,0,15,12,3,4,14,15,8,4,10,6,10,1,15,15,7,5,7,2,12,9,15,9,4,2,14,2,8,6,9,4"
2w1zA01,"6,16,2,12,5,2,17,17,7,3,3,9,4,11,14,7,12,3,16,15,17,18,11,10,13,15,11,9,6,7,9,5,2,17,9,9,15,6,15,15,16,6,8,15,9,17,6,6,0,14,9,13,9,16,9,13,9,7,14,9,0,0,15,9,13,6,19,5,9,17,6,0,2,4,13,17,14,11,7,9,9,2,13,14,5,5,17,4,9,16,5,4,3,6,9,17,14,2,5,0,15,0,17,15,12,7,5,14,5,4,0,12,12,3,16,16,0,3,14,10,9,12,19,14,13,6,6,12,16,9,10,16,4,12,4,2,16,18,16,9,5,9,0,7,19,18,7,18,1,0,2,9,12,11,16,3,2,0,3,9,5,5,7,3,18,7,19,14,14,1,8,11,7,12,13,12,17,14,0,9,9,3,5,4,9,14,19,15,8,3,2,14,9,9,12,9,13,0,10,3,16,15,3,19,3,13,9,14,16,3,9,15,0"
3dplC03,"9,16,16,3,14,10,14,3,3,3,11,3,5,7,17,13,9,14,7,9,14,16,13,3,0,7,7,13,7,10,8,10,14,8,8,7,15,11,0,13,9,13,16,3,9,17,3,7,9,8,11,10,4,9,12,13,8,8,10,7,8,3,13,7,3,18,9,7,3,6,8,19,7,14,14,2,3,15,2,7,11,16,4"
1y4cA03,"9,5,7,3,5,14,15,15,3,3,9,9,8,7,0,9,13,3,0,13,8,16,9,13,13,0,13,3,9,0,8,8,5,5,5,3,3,13,9,8,14,0,9,8,14,0,2,14,11,9,18,0,0,13,3,9,0,8,8,5,5,5,5,3,3,9,9,8,13,0,9,13,13,0,13,13,9,9,14,13,0,13,3,9,0,8,8,5,5,5,3,3,9,9,8,13,0,9,13,13,0,13,13,9,9,13,13,0,13,3,9,0,8"
1m55A00,"10,0,16,4,19,3,17,7,17,14,17,12,4,2,17,3,3,6,9,12,5,7,15,2,15,4,17,2,18,17,16,5,13,7,18,3,9,12,12,3,15,2,9,11,9,16,9,17,3,13,12,13,9,16,17,0,2,14,7,14,14,17,4,9,19,3,18,11,8,4,15,8,13,3,15,8,4,4,17,13,4,3,8,5,15,3,19,4,6,9,6,16,9,17,3,16,15,5,7,15,15,10,17,9,5,14,19,17,15,13,7,14,0,13,9,17,8,17,17,4,13,5,7,3,12,13,7,11,2,18,17,0,7,16,8,17,8,8,5,5,0,11,8,17,17,2,15,5,19,7,12,0,19,9,9,12,8,17,13,12,3,9,13,18,0,18,16,11,9,2,3,19,8,9,0,0,9,11,9,3,3,14,8,14,9,17,0,13,4,9,0,3,15"
3psiA06,"2,4,6,12,9,13,5,2,3,7,4,13,15,9,16,5,3,15,3,8,16,4,4,8,5,15,7,7,12,17,14,17,3,14,4,18,6,11,2,7,7,1,16,16,11,15,3,17,3,1,17,17,11,0,13,14,6,0,5,0,13,9,14,14,12,0,11,3,7,19,3,7,5,8,16,19,12,0,8,17,7,19,7,2,19,0,11,7,16,0,3,17,15,9,9,2,6,2,17,8"
1r8gA00,"10,12,9,12,2,4,6,17,15,3,12,4,16,9,5,7,3,9,3,10,13,17,17,11,12,12,5,19,2,9,15,13,2,15,15,10,9,7,2,0,17,8,11,8,7,16,0,5,3,17,8,6,2,7,16,3,15,10,9,3,9,0,16,2,17,1,14,2,7,11,13,0,0,5,13,4,15,0,10,13,8,17,17,9,13,0,0,16,2,6,6,9,3,7,1,5,5,5,16,6,12,4,13,8,18,13,14,13,3,17,1,2,11,3,14,19,13,14,16,9,3,11,4,5,19,9,7,13,13,0,16,17,4,5,13,6,17,6,17,5,1,0,15,5,2,2,0,7,19,9,9,6,5,9,15,14,4,17,12,6,4,7,0,9,15,0,0,15,12,19,10,13,5,16,2,16,14,4,0,15,15,14,12,11,7,4,15,0,4,12,2,11,5,12,10,12,18,17,15,11,18,13,13,4,3,0,9,4,14,1,9,15,19,16,16,10,7,2,15,7,8,2,9,6,18,2,7,14,12,15,12,6,4,5,16,17,3,17,14,17,10,2,16,12,9,16,9,15,6,0,17,11,10,0,5,9,7,13,0,16,0,6,18,9,9,16,3,14,12,4,8,6,13,3,8,2,19,9,9,19,8,4,11,14,4,13,0,1,14,19,5,9,3,5,17,7,16,2,12,6,16,5,2,14,14,12,9,16,3,2,16,9,14,9,9,3,8,7,0,12,15,0,6,8,7,5,0,15,15,0,7,3,0,9,6,14,13,17,17,15,5,9,11,3,0,13,9,10,14,2,4,17"
6sy1A02,"13,7,15,7,3,16,15,13,9,13,15,13,2,3,8,2,18,4,0,8,14,4,3,3,9,13,8,3,16,4,16,16,3,3,14,8,6,9,15,8,9,10,9,3,15,13,3,4,2,6,4,9,0,16,8,4,15,16,17,8,14,19,5,5,3,5,0,3,15,10,10,5,4,4,6,3,9,9,8,10,15,0,19,15,5,7,16,2,17,7,7,5,10,12,6,14,5,14,9,11,9,9,16,5,9,9,13,4,12,12,3,9,10,4,14,8,10,14,5,9,15,3,4,12,3,11,4,15,0,16,5,2,17,9,15,6,9,16,15,15,17,2,9,19,4,5,0,6,6,12,9,6,17,16,10,9,12,11,12,15,6,9,3,0,17,11,12,17,0,17,5,8,16,14,5,14,13,13,15,14,13,2,5,2,19,15,12,2,11,15,0,13,12,5,2,14,17,7,1,9,13,17,6,5,2,0,15,4,1,5,13,5,7,17,12,3,16,4,16,9,15,11,9,12,6,4,14,7,5,5,15,17,6,9,7,17,11,11,13,9,5,19,16,16,12,0,3,14,5,14,15,15,9,19,1,15,2,7,5,8,9,17,5,1,0,7,7,6,17,11,5,2,15,12,3,3,17,17,14,0,16,14,9,0,4,3,19,13,14,13,4,14,8,2,17,7,7,2,9,9,1,19,14,13,18,5,6,11,3,9,2,3,12,4,19,16,11,12,7,10,19,8,7,7,14,0,14,8,15,7,12,2,16,19,0,3,6,9,7,0,5,5,9,10,16,13,3,3,17,15,3,7,8,15,15,19,19,0,8,9,11,2,6,9,11,11,10,0,6"
4nx8B00,"7,12,4,4,10,16,14,12,13,12,16,16,12,17,3,9,17,4,2,8,2,6,0,0,12,8,12,10,11,19,14,8,15,2,15,9,14,10,15,5,15,0,16,4,15,12,8,0,9,8,3,17,0,8,12,17,8,8,11,8,0,15,9,19,17,4,2,9,14,13,3,15,6,5,9,7,11,2,7,12,17,16,18,19,0,2,14,2,18,0,11,0,2,9,11,6,3,3,0,17,14,14,3,14,14,9,9,5,2,9,14,17,5,2,8,7,5,16,16,0,7,13,15,7,3,16,3,3,15,10,7,14,16,5,5,6,13,19,17,14,9,16,17,16,2,6,17,14,12,17,2,15,3,17,2,14,4,7,3,15,17,14,0,9,12,3,11,0,18,17,6,4,6,1,14,0,5,8,5,14,16,16,16,4,10,17,9,19,2,10,9,8,11,0,8,16,2,15,4,3,3,7,7,8,14,11,16,3,9,15,11,2,19,2,17,9,16,17,12,0,2,3,8,2,18,8,19,12,19,13,8,3,14,0,0,4,17,16,3,4,19,11,19,0,8,0,6,12,11,5,3,5,10,9,18,5,3,18,17"
2lxrA00,"10,8,14,4,2,9,14,12,9,8,0,5,7,4,3,14,9,3,3,9,7,3,8,3,10,13,12,11,3,17,0,7,4,10,4,3,17,5,2,4,15,11,7,12,8,15,0,3,4,7,13,15,8,5,6,3,9,9,11,15,9,14,4,11,13,0,2,18,16,7,17,17,14,8,8,0"
8b6zA02,"14,9,12,9,13,2,17,19,8,7,5,5,7,5,16,17,12,17,5,14,17,3,16,5,7,9,14,12,5,10,17,17,16,4,0,12,17,11,7,16,16,3,17,8,15,17,3,10,6,6,3,0,9,15,3,0,9,12,5,2,11,17,5,4,11,17,8,11,17,15,17,8,2,7,14,14,5,11,17,1,5,2"
1gx5A03,"5,15,15,19,5,4,13,19,15,12,5,13,14,17,3,4,9,17,11,16,18,8,15,8,8,11,12,10,5,4,15,19,2,16,14,1,4,2,15,16,17,16,16,15,1,5,11,16,9,16,1,19,9,8,0,15,0,0,1,14,0,0,8,9,13,2,1,16,10,9,17,11,5,2,2,9,17,17,7,1,3,15,0,5,16,13,3,2,0,0,15,9,14,17,4,16,3,0,10,16,14,19,15,0,12,12,5,2,12,12,13,12,3,19,2,9,3,9,7,16,15,1"
2pn5A07,"12,4,19,7,17,3,11,9,12,19,15,7,8,14,5,3,0,17,17,9,13,4,16,9,4,11,11,9,5,0,3,19,7,0,2,17,16,9,19,11,17,0,11,13,16,3,4,17,5,14,12,11,16,2,9,15,19,16,8,15,17,15,17,12,12,8,17,5,17,12,7,15,4,9,7,8,0,14,8,9,5,3,10,0,17,14,17,8,0,15,7,10,9,5,6,3,16,2,0,9,3,8,17,7,14,17"
3hfnA00,"10,0,7,16,3,4,2,16,15,9,12,15,7,14,13,9,13,11,9,7,8,13,0,0,12,17,3,7,8,9,17,16,5,2,0,7,16,5,14,17,9,18,13,2,12,16,1,17,1,7,0,2,3,11,15,14,13,16,16,7"
3ptaA01,"15,11,0,4,8,14,14,14,1,5,17,1,3,17,0,2,2,2,3,3,17,2,2,11,7,12,3,10,12,15,12,8,8,10,6,13,5,2,6,7,1,8,2,10,15,0,9,17,0,0,14,10,14,18,1,9,12,6,16,5,11,14,6,11,6,18,0,5,9,19,5,14,9,3,18,2,5,4,4,15,16,16,17,16,11,12,3,12,10,5,8,13,5,14,17,9,6,12,3,13,6,14,17,17,15,17,14,3,1,0,14,15,13,5,4,12,2,16,19,14,9,4,5,11,7,9,2,8,6,14,13,17,5,11,0,17,12,12,12"
5vmzA01,"10,0,11,8,14,10,8,17,8,6,2,2,6,19,3,9,7,17,2,5,14,17,19,19,7,1,7,17,1,8,14,15,19,17,1,9,16,15,9"
4dn2A00,"11,9,19,4,13,15,10,3,16,9,3,0,7,14,16,14,14,15,17,14,8,4,15,2,14,12,17,3,12,3,8,9,14,0,17,9,2,0,0,14,9,0,12,15,18,0,11,10,13,1,18,14,4,17,17,17,3,2,13,0,16,8,17,13,7,15,3,9,15,19,17,3,0,19,4,5,12,8,5,19,8,15,11,12,0,13,8,0,9,0,3,0,12,17,17,7,7,0,1,5,3,12,12,13,15,5,3,9,14,5,13,13,19,19,9,16,2,17,5,7,0,0,13,11,9,10,9,0,0,6,2,9,5,9,5,15,17,4,17,5,17,4,2,3,13,13,9,5,3,9,9,5,7,12,0,3,9,14,7,17,5,9,4,12,9,5,19,12,9,3,5,12,8,0,5,12,15,14,8,12,9,2,3,7,17,6,19,5,8,19,13"
1ae9A00,"14,15,14,9,16,0,2,3,19,9,8,7,19,13,0,0,3,15,15,12,1,18,9,14,9,0,10,3,9,0,17,17,16,5,13,14,17,5,2,9,1,3,10,8,18,15,2,7,17,2,5,19,9,19,17,3,13,15,8,16,5,17,8,7,0,7,12,16,0,9,6,7,2,0,9,5,7,15,10,8,3,16,9,2,8,1,8,3,7,9,5,5,3,16,7,7,0,15,16,14,14,3,12,9,15,15,5,16,17,15,14,19,4,10,14,0,14,8,0,15,5,9,15,4,3,5,2,12,12,16,4,6,3,9,14,15,9,15,0,14,9,19,3,8,13,7,15,2,8,4,0,13,6,9,9,5,6,8,15,2,16,10,0,15,13,4,14,2,2,14,5"
3dfgA03,"2,18,16,3,11,0,9,2,9,7,14,14,14,4,5,3,2,5,12,17,2,9,0,13,14,14,8,0,0,2,9,9,0,14,14,5,4,2,5,11,15,7,14,9,0,16,14,4"
2nyiA02,"17,15,12,2,16,14,3,19,3,9,19,17,3,5,12,2,15,3,5,7,17,3,0,17,16,0,17,9,0,8,8,5,0,11,7,17,3,9,3,16,3,16,9,12,0,12,4,0,5,4,16,9,4,14,10,5,15,14,17,0,4,12,4,12,9,19,13,3,17,17,16,0,9,15,14,17,3,3,3,4,5,17,2,7,2,9,3,3,17,17"
1zynA00,"10,9,2,16,11,10,8,16,13,9,14,0,19,9,3,8,9,16,8,12,17,3,9,7,0,16,9,2,2,15,0,8,15,0,3,7,8,3,9,9,0,3,7,0,3,9,15,2,8,17,16,4,8,3,2,11,16,9,12,17,14,8,12,15,4,9,7,16,11,12,5,15,13,13,5,12,14,4,0,5,15,12,9,5,6,3,4,16,15,9,17,9,0,9,9,18,16,5,5,6,12,15,8,3,0,13,15,9,9,3,13,7,14,2,7,2,5,2,4,3,4,3,16,19,19,15,9,15,1,6,11,1,12,2,17,17,13,0,9,11,9,10,0,17,9,11,12,14,7,8,6,16,0,7,2,5,5,16,4,13,11,3,7,16,3,14,11,17,10,5,17,12,0,17,4,17,11,5,8,3,4,5,13,5,14,10,16,9,16,3,7,17,0,8,17,2"
3m4aA03,"0,15,5,9,12,12,14,8,17,10,0,9,10,16,14,9,9,6,17,0,14,4,14,17,5,15,2,7,19,0,14,13,6,8,16,19,5,9,15,16,9,14,13,14,6,17,17,17,2,5,11,16,17,16,4,14,4,8,5,8,6,5,17,15,13,6,8,0,16,15,2,14,16,9,0,0,11,10,13,8,9,9,2,9,12,5,12,18,9,4,13,16,17,2,0,5,5,5,3,14,14,14,7,6,15,16,3,9,11,0,19,9,14,3,17,7,5,12"
3vzpC00,"10,14,5,15,6,6,6,6,6,6,5,15,16,13,14,7,0,19,17,16,5,5,10,5,5,7,5,16,0,7,1,13,14,9,0,8,2,5,4,14,17,17,0,5,1,5,12,11,15,12,14,14,3,8,18,9,3,13,13,8,0,9,5,4,2,4,7,0,15,3,5,11,17,0,2,18,2,15,16,8,16,0,4,2,8,17,8,15,3,17,5,3,17,2,17,9,7,11,11,0,5,7,16,14,2,17,17,4,14,8,10,16,14,0,2,18,2,0,17,7,2,16,11,9,16,15,9,4,11,17,16,8,13,17,7,2,5,10,0,2,14,5,18,5,14,7,17,11,7,15,15,17,11,5,13,8,5,13,4,5,13,16,11,19,15,16,0,8,0,5,9,6,5,4,16,10,0,9,0,13,3,17,0,16,8,5,17,16,17,11,16,17,15,12,5,19,7,0,16,2,10,17,8,0,7,14,13,2,17,9,2,8,7,17,0,16,7,12,17,8,14,9,5,9,12,3,3,7,0,15,7,1,0,18,9,15,15,3,3,15,5,4,15,16"
3jtfA02,"2,9,9,2,7,15,13,12,9,12,13,9,9,0,16,7,7,3,16,0,6,15,14,4,12,17,19,3,2,2,14,2,11,7,7,5,7,9,9,0,8,2,9,9,14,19,10,9,3,12,0,9,2,7,14,15,9,17,14,12,0,17"
