objid,ra,dec,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,type
1237664853114684400,233.532929865725,26.9009571720253,-9999.0,21.50655,19.79822,18.90182,18.4047,GALAXY
1237657627896054580,121.847994732951,28.7700704272667,22.8243,-9999.0,21.34023,-9999.0,20.1025,GALAXY
1237678905717424799,20.0176174124978,8.91991072452495,26.06434,23.01467,21.65981,20.58118,19.56912,GALAXY
1237663544212325813,313.029269303056,0.628004884546489,-9999.0,20.43258,19.67726,19.2524,19.36922,GALAXY
1237666184569290816,350.108488861683,27.3183665697087,-9999.0,20.46804,18.62671,17.97483,17.54266,GALAXY
1237667914881106378,179.202184234753,19.4440479305595,23.18295,-9999.0,-9999.0,18.92056,18.44121,GALAXY
1237653665251524948,133.259624798982,1.91792607061617,19.31252,-9999.0,17.23672,16.8619,-9999.0,GALAXY
1237657630052581837,140.069822663291,43.3604546505797,-9999.0,-9999.0,21.05084,20.48605,20.08856,GALAXY
1237667106885534534,118.049994562697,12.726869682017,25.90083,22.22933,20.82411,19.44393,-9999.0,GALAXY
1237654604775948556,130.563758907575,2.36407376150992,20.87417,18.94448,17.7444,17.19196,16.78081,GALAXY
1237658200201429286,135.122611469204,37.3331096277826,23.96503,21.11715,19.31361,18.67395,18.24936,GALAXY
1237658492263006729,142.340410216126,7.01239063076901,25.92702,-9999.0,20.12964,-9999.0,19.04038,GALAXY
1237655473435443780,255.338618535438,32.9246023861257,22.26588,21.68087,20.37309,19.51191,18.97846,GALAXY
1237668288010125444,155.839955632649,16.7802053284914,19.24928,18.12044,17.65167,-9999.0,17.14906,GALAXY
1237662303520358799,245.433205759765,34.2182109005707,19.90413,-9999.0,17.0204,-9999.0,16.24542,GALAXY
1237658800425075217,176.199331924351,53.412020266549,24.63566,21.75504,20.28289,19.38554,18.84301,GALAXY
1237670595477963548,132.191991553511,12.1938854372727,-9999.0,22.8975,-9999.0,19.74227,19.34345,GALAXY
1237678880493273232,21.7872124429201,-2.47810304915362,20.728,18.844,-9999.0,16.90607,16.55081,GALAXY
1237660239777956159,52.5687601688943,-0.640445580469256,-9999.0,19.30091,18.95928,18.73921,18.62376,GALAXY
1237648705656913999,197.382870462953,0.857029276401152,15.78693,13.75524,12.89622,12.44755,12.16657,GALAXY
1237678617946620717,341.507637759016,1.58102532253945,-9999.0,22.40139,21.99717,-9999.0,-9999.0,GALAXY
1237660338016158266,43.890024745696,-1.013714109918,22.3553,22.07015,20.8754,20.03025,19.65587,GALAXY
1237657611800674529,170.049397921899,56.4875710962375,22.8089,20.60545,-9999.0,18.263,17.84319,GALAXY
1237678619576566810,25.8003390784132,2.94585443528648,23.74112,24.07455,22.16811,20.80005,19.89067,GALAXY
1237660240314826904,52.5967052571036,-0.256822291507479,20.44359,19.15164,18.4703,18.03152,17.82188,GALAXY
1237664852032487522,212.246105777415,33.3917370436294,-9999.0,17.11163,16.48478,-9999.0,15.92455,GALAXY
1237655108902781120,138.280338698251,50.5918172263569,22.5114,21.66314,20.43594,19.6643,19.25855,GALAXY
1237668590800667397,194.334530072837,17.7238611785037,20.87633,19.66777,17.85924,17.15453,-9999.0,GALAXY
1237661070319288698,143.629167065393,11.8057214889821,23.13972,20.25141,18.51916,17.88159,17.50847,GALAXY
1237660772352590226,170.720250245444,43.3163592787583,23.28772,21.81385,21.29198,21.29776,-9999.0,GALAXY
1237678617943017058,333.250012528974,1.42729948754288,25.57361,25.05627,22.49839,21.1717,19.94074,GALAXY
1237679436132319861,7.38258488546514,-1.4750189999629,-9999.0,22.79829,20.86146,19.78762,19.15745,GALAXY
1237663479258677914,333.032101809005,0.079885418703281,25.87757,21.28769,19.34826,-9999.0,18.11906,GALAXY
1237667733953119028,139.92944685888,15.2394741565499,-9999.0,-9999.0,21.39573,20.46651,20.18168,GALAXY
1237679998233412188,339.009386786534,-1.6830481488729,25.33155,21.94255,21.64337,21.00769,-9999.0,GALAXY
1237661816560026239,191.971526664595,12.0437278348415,24.41379,21.49373,20.5294,19.67055,19.37481,GALAXY
1237661433233866807,182.546713458875,46.4497571067208,17.71062,-9999.0,15.35301,15.01201,15.46711,GALAXY
1237661356997214624,152.243406857056,42.2240419283949,23.87488,-9999.0,20.58126,19.5326,19.05286,GALAXY
1237667112261976941,147.607898236952,26.6232178753644,22.93915,22.44622,-9999.0,21.4267,20.75374,GALAXY
1237658492282864105,188.110318311033,9.60668372423108,23.27273,22.2326,20.61496,19.52412,18.99448,GALAXY
1237655742404886818,217.253369194322,5.1858115374589,19.82426,18.59784,17.90541,17.54922,17.31047,GALAXY
1237661967425470789,170.644538011317,41.634703072286,-9999.0,22.32318,20.73324,19.68091,19.18538,GALAXY
1237666407919976872,32.9165844869477,-0.003397370866723,26.28976,22.53349,-9999.0,19.63004,19.02737,GALAXY
1237661874013078035,181.373189568359,45.7987498792054,23.83206,22.64052,21.30869,20.02514,19.56687,GALAXY
1237651496833581319,122.797385645996,49.6494218685866,21.53449,-9999.0,18.50315,17.75959,17.34728,GALAXY
1237678918069846537,29.5413641878874,10.2376154473866,-9999.0,20.99209,19.22523,18.38002,17.77719,GALAXY
1237679504857170275,3.35255931139778,20.8705217467501,26.1505,22.65764,21.04267,19.95734,19.76998,GALAXY
1237680332715590856,4.41110530412215,30.0589522019172,25.75362,23.22194,-9999.0,-9999.0,19.40849,GALAXY
1237661358620082190,191.612388213309,48.2493125783861,-9999.0,20.14328,18.5358,18.00953,17.79266,GALAXY
1237648722828132942,149.791721693649,1.08504584404778,-9999.0,22.60595,-9999.0,20.08916,19.75348,GALAXY
1237657856603062533,155.824897495635,48.6834180862176,23.54698,22.0971,-9999.0,-9999.0,-9999.0,GALAXY
1237665127460241853,158.000311703634,31.2892994235219,24.08407,21.48236,19.64246,18.96589,18.5045,GALAXY
1237678663045874089,25.8108012859287,5.6641976444324,21.50165,-9999.0,18.73274,18.04071,17.67373,GALAXY
1237663275776017362,350.307682709548,-1.2429969529522,24.26266,22.44579,20.82473,19.79749,19.41649,GALAXY
1237679324462842497,14.0743076126911,-4.03487128796967,23.698,22.6642,-9999.0,21.19457,20.42396,GALAXY
1237648721252909331,230.642201123547,0.0035480950084531,19.31863,-9999.0,17.12371,16.71204,16.42054,GALAXY
1237660024523129239,44.2343206892787,-1.2181738326784,24.99812,22.15825,20.83998,19.65622,19.07715,GALAXY
1237678920204419541,359.474146125902,12.8666500702555,23.89089,21.75715,19.78794,19.09241,18.65893,GALAXY
1237680100778836972,34.4417534219272,2.43000398412833,26.31875,-9999.0,21.4612,20.29413,19.54766,GALAXY
1237652944249226029,0.456211079470506,15.5985523924419,-9999.0,20.93241,-9999.0,18.51387,18.13777,GALAXY
1237664285093855818,123.380442719034,6.19239682926134,-9999.0,-9999.0,17.21182,-9999.0,-9999.0,GALAXY
1237657608039563832,134.476795045774,44.9516120193179,24.73324,-9999.0,21.10575,20.0857,19.75671,GALAXY
1237651191362814253,146.051309488619,59.1671190575222,22.84873,21.01979,19.28658,18.63085,18.34922,GALAXY
1237666185646375910,355.95285870822,33.1706480584914,23.80418,-9999.0,20.18217,-9999.0,18.88842,GALAXY
1237667782272549669,125.184916521692,11.4624188318215,25.46445,22.34406,20.81628,19.60347,19.09977,GALAXY
1237667783386267924,220.788452456566,19.2100213721892,-9999.0,-9999.0,17.75683,17.25935,16.88287,GALAXY
1237658614127067443,164.133882021735,49.0980615980507,23.10642,22.28408,19.87409,18.89202,-9999.0,GALAXY
1237662499463889331,226.14026822101,44.12893821905,22.6527,22.57556,20.39973,19.52985,19.12313,GALAXY
1237678602383458976,10.7775652524211,18.10010916679,22.68972,21.21909,19.42583,18.51986,18.01145,GALAXY
1237655369819357605,158.925926206436,59.7064306899516,-9999.0,-9999.0,22.13011,20.87808,19.84396,GALAXY
1237671769616154893,256.959361397677,64.9481582900737,24.70455,20.91024,19.18509,18.47998,18.09922,GALAXY
1237661852014543264,211.041282138872,42.7097307223291,23.41833,-9999.0,20.11084,19.28027,18.84285,GALAXY
1237671264424820924,192.970574803779,4.24506084050109,26.1386,20.18625,18.628,17.99672,17.60554,GALAXY
1237650795680301839,139.710043912813,-0.25625387256514,23.68059,22.40041,20.77558,-9999.0,19.41123,GALAXY
1237678438090736778,41.1731140599487,1.810930748639,22.98619,23.19514,21.36007,20.15443,19.49638,GALAXY
1237661388141167289,211.97518784384,55.1622247914637,25.63936,24.82678,21.59278,-9999.0,19.54486,GALAXY
1237678438628917338,44.1979848053647,2.29189155520465,23.9115,23.43749,22.92626,22.27255,21.60606,GALAXY
1237667912746664147,199.990537433134,25.2212004924663,20.91384,19.11643,17.50586,-9999.0,16.57301,GALAXY
1237661850401702056,204.008411798876,42.777512546447,19.84756,18.08829,17.2981,16.94865,16.69602,GALAXY
1237674648854135080,178.118029990489,-1.14575064675728,19.39605,18.09359,17.58473,-9999.0,-9999.0,GALAXY
1237663784748515540,32.5944007328166,0.622386941734186,20.18969,19.15652,-9999.0,-9999.0,18.14108,GALAXY
1237679437743718609,41.8738716324369,-7.20396067996407,22.88396,-9999.0,18.40104,17.83768,17.49501,GALAXY
1237652943162245891,329.382171045347,12.1482849161169,22.87876,22.16695,20.52457,-9999.0,-9999.0,GALAXY
1237664671638683884,185.551259995052,36.3524123570877,23.86859,20.14135,18.48963,-9999.0,17.66148,GALAXY
1237661068700484747,125.200552033914,6.88727973846366,23.69847,-9999.0,20.71978,19.20291,18.63169,GALAXY
1237667781751865948,162.675098514834,20.1782763712322,25.57233,21.51434,19.68112,18.95767,18.56589,GALAXY
1237665101684670877,239.05134944761,21.7440536606768,23.38379,20.33349,18.60731,18.03774,17.56644,GALAXY
1237658312403386514,181.118417335779,60.1904723026277,20.05992,18.38415,17.50858,17.08022,-9999.0,GALAXY
1237653471443812460,43.0299459719878,-8.092729453121,17.99953,16.15568,15.27077,14.83423,14.48289,GALAXY
1237671958588096690,201.788531254615,11.5543679751905,19.6313,17.85609,16.90633,16.50025,16.13612,GALAXY
1237662526308221351,197.948657563835,15.1653611799814,23.87688,22.12208,20.59268,19.54926,19.15892,GALAXY
1237665128536997984,165.844799366258,33.5864006760191,20.74535,-9999.0,17.72361,-9999.0,-9999.0,GALAXY
1237661852540404003,175.917524481777,45.7561381538366,23.70039,20.42585,18.83887,-9999.0,17.82579,GALAXY
1237662193449959586,176.348443163605,41.2610601204591,20.33663,-9999.0,17.44497,16.98309,16.64303,GALAXY
1237661210434863402,219.35570953741,43.806750283874,21.2513,19.4414,18.02986,17.52711,17.24877,GALAXY
1237652948533051515,17.1178311151526,-9.12513919464045,20.53514,-9999.0,17.78221,17.33631,17.02372,GALAXY
1237671264959922217,192.316640029952,0.176267364169134,24.90817,21.68183,20.36143,19.63122,-9999.0,GALAXY
1237665329313415213,179.494549039818,31.6134569183164,20.30489,18.76226,17.76244,17.31533,17.05397,GALAXY
1237665531724825146,243.8431757356,14.9405388264967,-9999.0,-9999.0,18.23682,17.68108,17.28988,GALAXY
1237661967962211087,170.102521642282,42.0874635501892,22.93132,24.03858,21.90056,20.72027,19.63563,GALAXY
1237661812810514656,182.184101012026,12.6947283988123,19.97941,18.56062,17.65645,17.22223,16.88687,GALAXY
1237679255200465049,16.430836921593,-4.26579111316626,-9999.0,18.43211,17.11951,16.60743,16.26179,GALAXY
1237655369293890083,211.740129320964,59.2750448418616,23.19176,-9999.0,19.80338,18.96268,18.68452,GALAXY
1237654652030288607,133.348409133967,46.3975437744467,26.63388,-9999.0,21.24517,20.1055,-9999.0,GALAXY
1237665329849238237,176.615815802172,31.8910299616502,26.34299,24.23739,-9999.0,20.99393,19.96567,GALAXY
1237654880728515352,195.507646408318,5.22938239688563,22.73162,21.4973,20.06206,-9999.0,19.35794,GALAXY
1237667254550790768,179.999884731752,30.2459083931502,23.94107,21.71043,-9999.0,-9999.0,18.80561,GALAXY
1237663543147299343,332.922309923494,-0.011422573363198,21.08602,19.83323,19.34779,19.10156,19.08319,GALAXY
1237673708259246366,140.85429922987,1.98687906743781,17.94903,16.60065,15.96502,15.58787,15.32837,GALAXY
1237665126942769908,210.485087248854,31.2038346632442,-9999.0,21.97179,20.74347,19.88869,19.38346,GALAXY
1237673704505671959,118.954639551802,41.1869974339882,20.3524,18.35313,-9999.0,16.98296,16.63568,GALAXY
1237667736651104601,171.909166790624,23.0566159355808,25.65311,21.285,20.10078,-9999.0,18.52035,GALAXY
1237667783344390747,120.80054742861,10.7525197089608,18.56668,16.8089,16.02831,15.64416,15.34884,GALAXY
1237679997166223945,354.021602791568,-2.79149344194134,22.27205,21.93315,20.51217,-9999.0,19.03568,GALAXY
1237679169838711181,13.5458243605923,18.3121744942796,24.7889,22.41253,21.21592,20.12199,19.76604,GALAXY
1237661817632719507,189.5620721782,12.9504433453612,25.04069,21.9915,20.36435,-9999.0,-9999.0,GALAXY
1237655469134381516,225.164857391033,2.1067807983645,23.95224,23.42309,20.24833,18.92055,18.42415,GALAXY
1237668315918828022,205.554305959132,17.2068181202453,23.60468,22.25021,20.50822,19.54783,-9999.0,GALAXY
1237652943161393573,327.440624519001,11.8496682843471,21.81289,-9999.0,18.06453,17.50493,17.06443,GALAXY
1237654881265778862,196.439540028619,5.71754952515913,20.11135,18.26313,17.41611,17.03126,-9999.0,GALAXY
1237667539083199078,154.839004219207,22.8702148288833,23.42916,22.01645,20.29513,19.36335,18.83235,GALAXY
1237679476404650488,19.8664082127074,20.8228651004561,26.00563,21.34747,-9999.0,18.77295,18.44884,GALAXY
1237669761186333300,335.48193842106,5.31415581130535,22.49292,21.82974,20.5319,19.6561,19.28231,GALAXY
1237680333782975199,347.550317902664,29.8947884834565,23.11746,21.7604,20.01342,19.03851,18.58677,GALAXY
1237666245753832702,327.781642394214,21.0024667745216,-9999.0,22.46919,-9999.0,19.92867,19.30682,GALAXY
1237655499213374514,231.268116886245,-1.396528958909,22.72663,22.19493,-9999.0,19.99547,19.24443,GALAXY
1237648720670687415,127.047386128482,-0.610484633822818,20.09851,18.40842,-9999.0,16.72275,16.33291,GALAXY
1237678620096726115,347.535887736999,3.35772593101809,25.97819,22.60895,20.99186,19.98751,19.556,GALAXY
1237657190907707610,5.74523118131111,-0.165511297851208,20.5508,18.78019,-9999.0,-9999.0,16.7859,GALAXY
1237656538586415305,336.136898226192,-8.6538923412879,-9999.0,18.1986,17.47113,17.09222,16.79503,GALAXY
1237665128546304356,191.506251981461,35.0032330207912,23.55352,22.46412,20.85367,19.89391,19.43174,GALAXY
1237661949170483539,160.931521860267,10.9132494382475,19.96603,-9999.0,-9999.0,17.39006,17.03256,GALAXY
1237651800698061129,151.936789814809,-0.222119572456266,19.04355,17.67204,-9999.0,16.61481,16.36348,GALAXY
1237665583262139242,262.503875150486,33.6252317819839,-9999.0,22.02368,20.54806,19.66766,-9999.0,GALAXY
1237651271879819851,115.264287783441,38.3545723550041,-9999.0,22.45044,20.55668,-9999.0,-9999.0,GALAXY
1237679476945060021,28.397024001506,20.197936289223,26.3922,20.68229,19.0435,-9999.0,17.89027,GALAXY
1237666214070780112,18.7012046529358,16.2280750781683,21.42412,19.02218,17.48221,16.90506,16.4729,GALAXY
1237662701333644122,256.896383393119,39.7125462092303,-9999.0,-9999.0,19.77152,18.94365,-9999.0,GALAXY
1237661381704221108,160.976948956284,38.7216250702845,-9999.0,23.17517,20.89716,19.78027,19.43186,GALAXY
1237650796752012091,135.090808467165,0.468124861072624,24.50526,-9999.0,-9999.0,19.60343,19.25454,GALAXY
1237655348358611069,246.577262671382,42.3332016851252,-9999.0,21.74848,21.66887,21.47638,-9999.0,GALAXY
1237648720158720501,183.909450944579,-1.001140626128,24.2984,21.29971,19.45089,18.68907,18.2444,GALAXY
1237679457071334074,356.879174799243,17.7890046907547,26.55496,25.0985,21.94668,20.8675,20.03073,GALAXY
1237664130482372773,163.778096765756,13.0200633706234,18.74571,17.51335,16.87465,16.49949,16.2717,GALAXY
1237671931744157845,159.888794698926,9.39780436193137,20.64316,18.85105,17.80705,17.26578,16.82584,GALAXY
1237657857680212820,167.214492130077,51.8064446992594,-9999.0,24.13172,-9999.0,-9999.0,-9999.0,GALAXY
1237678622771577217,16.8100741813371,4.72343084593611,23.05372,-9999.0,19.51984,18.85173,18.37804,GALAXY
1237678622230119134,6.32326481192456,4.47932261114729,22.71361,23.39557,-9999.0,21.34763,21.5235,GALAXY
1237661384387789027,157.948770867368,40.2894468525229,19.22536,17.30805,-9999.0,15.99458,15.70076,GALAXY
1237665026518352157,192.411226805798,35.9441701076221,26.71141,-9999.0,19.61784,-9999.0,18.51681,GALAXY
1237667211592466567,157.25240383253,27.1493238874648,22.07029,19.33051,17.90385,17.39072,17.00246,GALAXY
1237678619560706207,349.40964747756,2.99174015579637,23.33906,21.7189,20.3427,19.58772,19.03134,GALAXY
1237667210512499179,142.468924550648,22.329546399938,23.03819,22.0115,20.21173,19.32366,18.92477,GALAXY
1237651800162173161,154.122021707384,-0.724325754704755,20.70235,18.78836,17.79929,17.37721,16.98862,GALAXY
1237653500433137814,38.1585775388383,-9.36364373631322,24.21555,20.66202,18.98249,18.33653,17.95843,GALAXY
1237658918534512753,203.164934589376,54.4660849140766,-9999.0,18.22106,-9999.0,16.90061,16.56898,GALAXY
1237648720718267332,235.766233444537,-0.416137312769659,25.96042,22.25021,21.00924,19.9566,19.66183,GALAXY
1237678602377691459,356.798503387926,18.1393972239267,24.25252,21.95789,20.18008,19.0972,18.47972,GALAXY
1237661958300762333,221.142845797755,46.1152910570882,22.76271,20.95437,-9999.0,-9999.0,17.87358,GALAXY
1237662266461651182,223.625701305449,4.89239733334888,23.61077,22.59926,20.21433,19.26048,18.6294,GALAXY
1237652942098202856,352.161705884134,13.6555662943978,23.32844,-9999.0,-9999.0,19.31533,18.75195,GALAXY
1237678881030144711,21.82676961894,-1.98544761234787,24.36157,21.46769,20.26089,19.32996,18.87528,GALAXY
1237672764979544470,349.096942344972,19.9203893116131,23.41872,20.40365,18.70535,-9999.0,17.65018,GALAXY
1237654605869416631,175.725263035825,5.18159970161556,20.55268,18.4797,17.53551,17.13454,16.81532,GALAXY
1237665024364970112,175.939931531321,34.2269862780301,19.41335,18.30044,17.741,17.41076,17.2375,GALAXY
1237661966890303648,176.030202984325,41.9269463917554,20.27352,18.57755,-9999.0,17.07368,-9999.0,GALAXY
1237663783135085066,26.1130040379145,-0.769051644406709,25.52535,22.74719,21.30908,20.21722,19.55313,GALAXY
1237662195068371218,200.335271937467,41.875084751174,20.48978,18.64944,-9999.0,17.15888,16.79691,GALAXY
1237667209990570206,179.767827782815,28.8039643333312,25.49882,-9999.0,-9999.0,17.97022,-9999.0,GALAXY
1237666408459796853,39.6683747674759,0.346300342973949,23.50171,21.21614,19.51609,18.77865,-9999.0,GALAXY
1237665430241608157,206.439069971974,29.4825473077904,-9999.0,22.85788,21.31466,-9999.0,19.87414,GALAXY
1237651714263942117,252.605587480135,41.752901031445,23.29908,23.92216,21.76008,-9999.0,19.89639,GALAXY
1237667322180993249,179.276364009753,26.6008526459968,19.14263,17.60432,-9999.0,16.20984,15.8269,GALAXY
1237665128015200347,207.164901412399,32.5664197387742,20.11201,-9999.0,17.57043,17.11568,16.78123,GALAXY
1237661850387873943,160.687923235708,41.8996579549257,19.96743,-9999.0,17.30822,-9999.0,16.63765,GALAXY
1237661971194576967,205.756408928471,6.70686116228827,19.76943,-9999.0,16.6351,16.17217,15.77545,GALAXY
1237665370120258022,174.613222203788,33.280134904275,22.82987,21.78301,-9999.0,-9999.0,-9999.0,GALAXY
1237664835928261095,131.30022230317,24.1711919084568,23.72162,24.30375,-9999.0,22.7114,22.40918,GALAXY
1237668297145778414,221.781708306557,15.517730676511,-9999.0,17.82494,16.97136,-9999.0,16.32808,GALAXY
1237664818744262791,165.072572262049,35.6845175457168,19.71333,18.42761,17.82692,17.48102,17.28888,GALAXY
1237652616741585051,23.4470310072138,-9.76204844600157,19.19872,17.83765,17.29133,16.99736,16.77686,GALAXY
1237656538586677489,336.787934120787,-8.77865042023857,19.2208,17.98747,17.4122,17.03014,16.81051,GALAXY
1237667430636454514,154.258116141906,24.4257347124497,24.85993,21.94342,20.45695,-9999.0,18.92247,GALAXY
1237664837000954176,128.718908273511,23.6554452826661,18.51015,-9999.0,17.02118,16.82903,16.81827,GALAXY
1237678920740044994,356.523495801193,13.3522501332553,19.14637,17.30194,-9999.0,15.92677,15.58139,GALAXY
1237664869748113967,136.794477972107,33.4768199558333,26.51839,20.95212,-9999.0,18.17163,17.70967,GALAXY
1237661950276468960,235.698488008501,8.38512236707025,-9999.0,-9999.0,16.13108,-9999.0,-9999.0,GALAXY
1237654654176133844,127.859263629288,45.0482047493901,24.42209,22.19118,-9999.0,20.23381,-9999.0,GALAXY
1237664852578468448,234.668764645712,25.8218694217992,23.56387,22.28544,-9999.0,19.17928,18.70411,GALAXY
1237649962994237942,54.9927383042576,-6.13096451920832,22.00554,20.55297,-9999.0,-9999.0,18.06775,GALAXY
1237667447803084925,183.67038980354,25.4051518421157,19.6554,-9999.0,16.89352,16.45769,-9999.0,GALAXY
1237670955179901276,29.7171424300019,-9.99981453394989,22.8602,21.90254,-9999.0,19.20273,18.85199,GALAXY
1237664869752897890,149.461433094575,31.2348110967794,22.07531,22.20945,21.78176,21.59007,21.17036,GALAXY
1237668294449692818,176.328386899798,20.2926242698903,18.63235,17.57256,17.0395,16.78383,16.65566,GALAXY
1237674601603268855,207.850753430025,1.73988556920108,21.76175,19.92824,18.29454,17.74113,17.41013,GALAXY
1237658491748942179,195.043403968337,9.1209147188824,19.22527,17.99706,17.42086,17.00044,16.78357,GALAXY
1237665126920487778,150.979182289463,28.9870087746246,25.33868,24.8204,22.03929,20.44981,19.48738,GALAXY
1237658190535262796,123.006939646129,27.5337144215059,22.869,-9999.0,20.42302,19.49619,18.98371,GALAXY
1237655108904091846,142.042915829126,52.352928630332,18.96372,17.71654,17.09612,16.69452,16.47634,GALAXY
1237657591931339325,174.127849408107,55.7724756018249,23.12159,-9999.0,20.75282,-9999.0,19.40624,GALAXY
1237665330388598873,183.265588120011,32.6134123822409,-9999.0,17.88259,17.59343,17.43897,17.39069,GALAXY
1237662236404416683,212.023097222315,7.97620588230796,-9999.0,17.91156,-9999.0,16.62972,16.28997,GALAXY
1237665532782379155,206.121129921703,26.6742146197426,19.59715,18.08094,17.35578,16.91493,16.58226,GALAXY
1237662531138617690,211.244973875262,14.4074676218343,23.45278,22.35492,20.89963,19.82391,19.3833,GALAXY
1237648720671473993,128.79177483787,-0.595606529120067,20.08024,18.99702,-9999.0,18.46932,18.40837,GALAXY
1237666301094789596,55.5943815687963,0.31869109561133,22.17539,20.65189,19.48453,19.00331,18.69106,GALAXY
1237667735028564242,143.603406434376,17.1072319641685,21.98299,19.76258,-9999.0,17.58008,17.23832,GALAXY
1237648721760682823,164.187033356913,0.27674228840717,23.62102,22.65982,21.05594,20.02774,19.70887,GALAXY
1237678824635237298,327.33594919121,3.66995277699439,-9999.0,21.93667,21.13919,20.20751,19.49673,GALAXY
1237657773927301322,125.098793111128,31.8387170576907,24.39226,22.06128,19.75687,18.74202,18.26763,GALAXY
1237658800959586460,167.040394665593,52.8949039746477,19.18063,17.47948,-9999.0,-9999.0,15.74396,GALAXY
1237662244985439312,210.088162738944,5.77422853882523,23.79275,22.4715,20.80463,19.79108,19.55411,GALAXY
1237665428642726125,234.46080253059,20.4683494353914,-9999.0,18.45084,-9999.0,16.93085,16.58906,GALAXY
1237652943698657299,328.198490247999,12.4950813151075,-9999.0,16.97737,16.11889,-9999.0,15.3343,GALAXY
1237678595943563828,1.34213047204662,1.54915015828983,25.92711,23.45979,21.31685,20.21816,19.85444,GALAXY
1237667448881021097,194.417064763079,25.879042371462,-9999.0,16.0944,15.30599,14.88124,14.5492,GALAXY
1237661851467645744,179.242299231243,45.2368378952803,27.03138,-9999.0,22.40912,20.85808,19.79321,GALAXY
1237665369034981690,145.093747372948,26.4635348475936,26.04041,20.25429,18.73902,-9999.0,-9999.0,GALAXY
1237679502711980844,9.05494981508048,19.221652373101,24.0565,23.58826,21.58181,20.46911,19.79187,GALAXY
1237661068718375019,166.206158214009,13.5148161455535,19.21669,17.33587,16.34807,-9999.0,-9999.0,GALAXY
1237661064409252012,133.581670728222,7.27718312377914,19.79546,17.85488,16.60247,16.08616,-9999.0,GALAXY
1237660634922418581,159.215295644974,43.8936819976964,24.17699,23.69876,21.56948,20.21679,19.5808,GALAXY
1237656539123351689,336.369265897506,-8.24362564472548,20.09379,18.54919,17.62943,17.20734,16.90356,GALAXY
1237672841745138092,0.720201393829029,-4.60964920760694,22.45822,-9999.0,19.90231,18.92179,18.52768,GALAXY
1237659120951886600,257.611056109207,24.4760125221557,-9999.0,-9999.0,19.04491,18.377,18.06632,GALAXY
1237662264317445077,216.579678118001,9.15167835231559,22.8554,21.68364,20.00894,19.04748,18.59339,GALAXY
1237667255603430135,128.120445012396,18.6812839713401,23.6021,22.77857,22.27986,21.5855,22.14544,GALAXY
1237655472358753051,249.718131654664,37.9906123568967,23.70992,-9999.0,20.40571,19.26231,18.80945,GALAXY
1237657628967568402,117.205017379661,25.6051984132523,23.27988,21.4548,19.95745,19.16844,18.61287,GALAXY
1237679168763658997,10.2946993017299,17.4835320268097,23.8238,24.40755,21.90865,-9999.0,-9999.0,GALAXY
1237662300843083093,256.316992166607,21.1026669956754,25.14042,-9999.0,-9999.0,-9999.0,19.89066,GALAXY
1237657858222522763,187.489306492526,53.7090548011119,23.87933,-9999.0,-9999.0,19.83452,19.41574,GALAXY
1237678619567194710,4.31775824531422,3.02457587893624,22.96283,22.34268,21.95755,21.36636,21.13624,GALAXY
1237680075540989290,17.3935004486636,27.4764904242296,22.42683,23.68518,21.74477,20.52801,19.68329,GALAXY
1237662696497677093,232.11030419242,26.8594402783454,25.5336,22.02765,20.27432,-9999.0,18.98887,GALAXY
1237661387611177562,233.302716127444,46.7517668276399,24.58478,21.48458,19.62908,18.67908,18.41813,GALAXY
1237667322190037703,202.234890837871,25.7171636802913,-9999.0,-9999.0,19.94024,-9999.0,18.615,GALAXY
1237661975473291384,184.640075564154,7.40001017947277,-9999.0,18.27503,-9999.0,16.9388,-9999.0,GALAXY
1237662663745995166,221.585243469063,34.7245075416004,23.22932,-9999.0,19.61756,18.93923,18.50805,GALAXY
1237678890668589692,26.2743248073309,-1.34947097417285,22.6633,22.65379,-9999.0,21.52616,21.55044,GALAXY
1237676673934099215,43.4672168165954,-1.27187202593046,22.28188,23.01381,22.11694,23.22014,-9999.0,GALAXY
1237664853650047295,230.212094650037,28.7878148887323,19.58366,17.70717,16.72794,16.1907,15.75007,GALAXY
1237658424628347106,161.816550838816,7.58988319116411,-9999.0,18.09206,17.20966,16.82961,16.51611,GALAXY
1237663457240940668,320.226129722718,-0.38950002178054,23.5242,-9999.0,22.85792,-9999.0,-9999.0,GALAXY
1237678617412436725,347.690353539027,1.15720915423331,22.92242,21.28182,20.58785,-9999.0,19.87444,GALAXY
1237668367464465217,246.460401677346,12.0465656200222,25.49521,-9999.0,20.78716,19.82593,-9999.0,GALAXY
1237663782598738580,27.3330352112643,-1.06192055225291,22.79967,20.97896,20.07047,-9999.0,19.41881,GALAXY
1237655744556958810,227.885150342846,6.01715834157676,22.31807,22.6364,20.45452,19.58848,18.97883,GALAXY
1237663784742814173,19.4899345169274,0.48942213309081,-9999.0,21.789,20.8314,19.94301,19.39318,GALAXY
1237657628975694075,133.118152639094,38.3602360062403,21.46578,19.9516,18.30418,17.67001,-9999.0,GALAXY
1237668297677275770,209.184635030329,18.0715716911311,-9999.0,-9999.0,18.97377,18.31591,-9999.0,GALAXY
1237661362372608114,205.23158219055,46.2737427220968,-9999.0,18.22052,17.25987,16.82454,16.49257,GALAXY
